category,currency,id,name,price,unit,url
пленка,руб.,288,"REXJET 140х100 белая д/печати (1,06; 1,27; 1,37; 1,52 х 50 м)",140.13,м,https://www.remex.ru/component/virtuemart/rexjet-100-detail
пленка,руб.,289,"REXJET 120х80 прозр. д/печати (1,06;1,27;1,37;1,52 х 50м)",111.92,м,https://www.remex.ru/component/virtuemart/rexjet-detail
пленка,руб.,290,"REXJET 120х80 белая д/печати (1,06;1,27;1,37;1,52 х 50м)",108.16,м,https://www.remex.ru/component/virtuemart/rexjet-detail
пленка,руб.,291,"GLP 120х80 белая д/печати (1,06;1,27;1,37;1,52 х 50м)",133.00,м,https://www.remex.ru/component/virtuemart/rexjet-detail
пленка,руб.,292,"Пленка ORAJET 3640 д/печати (1; 1,05; 1,26; 1,37; 1,52; 1,6; 2 х 50 м)",212.69,м,https://www.remex.ru/component/virtuemart/3640-detail
пленка,руб.,293,"REXJET Plus 120х80 белая д/печати (1,06;1,27;1,37;1,52 х 50м)",129.79,м,https://www.remex.ru/component/virtuemart/rexjet-plus-detail
пленка,руб.,294,"АКЦИЯ - Пленка SAV HQ 80 (1,06; 1,27 х 50 м)",131.67,м,https://www.remex.ru/component/virtuemart/sav-hq-premium-detail
пленка,руб.,295,"Rexcolor FR цветная (1,26 м)",314.62,м,https://www.remex.ru/component/virtuemart/rexcolor_fr-detail
пленка,руб.,296,"Пленка REXTAPE S монтажная (0,6; 1 м)",140.13,м,https://www.remex.ru/component/virtuemart/rextape-detail
пленка,руб.,297,"Пленка REXTAPE монтажная (0,5; 1 м)",140.13,м,https://www.remex.ru/component/virtuemart/rextape-detail
пленка,руб.,298,"Пленка ORAMASK 811 (1; 1,26 м) трафаретная",376.37,м,https://www.remex.ru/component/virtuemart/oramask-811-detail
"Инструменты, крепёж",руб.,299,Лезвия 13(16)мм двустор. PB-800 3шт (к OL-PC-L),794.30,пачка,https://www.remex.ru/component/virtuemart/lezviya-13-16-mm-dvustoronnie-p-800-3sht-k-pc-l-detail
"Инструменты, крепёж",руб.,300,"Резак OLFA OL-PC-L 13мм д/пластика, 3 лезвия",2095.60,шт,https://www.remex.ru/component/virtuemart/nozh-olfa-dlya-plastika-usilennyj-s-3-mya-lezviyami-pc-l-detail
"Инструменты, крепёж",руб.,301,Лезвия 6мм OL-KB 25шт (к OL-AK-1/5B),794.30,пачка,https://www.remex.ru/component/virtuemart/lezvie-perovoe-olfa-kb-detail
"Инструменты, крепёж",руб.,302,"Нож OLFA OL-AK-1/5B 6мм, перо",912.60,шт,https://www.remex.ru/component/virtuemart/nozh-s-perovym-lezviem-olfa-ak-1-5b-detail
"Инструменты, крепёж",руб.,303,Лезвия 9мм OL-ABB-10B черные 10шт (к OL-A-5),540.80,пачка,https://www.remex.ru/component/virtuemart/lezvie-black-max-olfa-abb-10b-detail
"Инструменты, крепёж",руб.,304,Нож OLFA OL-A-5 Autolock 9мм,1030.90,шт,https://www.remex.ru/component/virtuemart/nozh-olfa-a-5-autolock-detail
"Инструменты, крепёж",руб.,305,Лезвия 18мм OL-LBB-10B черные 10шт (к OL-L),1081.60,пачка,https://www.remex.ru/component/virtuemart/lezvie-black-max-olfa-lbb-10b-detail
"Инструменты, крепёж",руб.,306,Лезвия 18мм OL-LBD-10 10шт (к OL-L),997.10,пачка,https://www.remex.ru/component/virtuemart/lezvie-segmentirovannoe-olfa-lbd-10-detail
"Инструменты, крепёж",руб.,307,"Нож OLFA OL-L-2 18мм, выдвижной, с прокладкой",1757.60,шт,https://www.remex.ru/component/virtuemart/ergonomichnyj-nozh-olfa-l-2-detail
"Инструменты, крепёж",руб.,308,"Нож OLFA OL-L-1 18мм, выдвижной",1656.20,шт,https://www.remex.ru/component/virtuemart/nozh-s-vydvizhnym-lezviem-olfa-l-1-detail
"Инструменты, крепёж",руб.,309,Лезвия 9мм OL-SAB-10B 10шт (к OL-SAC-1),1216.80,пачка,https://www.remex.ru/component/virtuemart/lezvie-dlya-graficheskikh-rabot-olfa-sab-10b-detail
"Инструменты, крепёж",руб.,310,Лезвия 9мм OL-AB-10B 10шт (к OL-SAC-1),692.90,пачка,https://www.remex.ru/component/virtuemart/lezvie-olfa-sab-10b-detail
"Инструменты, крепёж",руб.,311,"Нож OLFA OL-SAC-1 9мм, нерж.",1385.80,шт,https://www.remex.ru/component/virtuemart/standartnyj-nozh-olfa-sac-1-detail
"Инструменты, крепёж",руб.,312,Инструмент для уст. люверсов 10 и 12 мм,4380.00,шт,https://www.remex.ru/component/virtuemart/instrument-dlya-ustanovki-lyuversov-diametrom-detail
"Инструменты, крепёж",руб.,313,Перчатки трикотажные (10 пар),193.00,упак.,https://www.remex.ru/component/virtuemart/perchatki-trikotazh-detail
"Инструменты, крепёж",руб.,314,Лента малярная Ultima 50 мм x 50 м,176.00,шт,https://www.remex.ru/component/virtuemart/lenta-maljarnaja-ultima-detail
"Инструменты, крепёж",руб.,315,"Держатель рулона пластиковый, маленький S (d=83мм)",108.00,шт,https://www.remex.ru/component/virtuemart/derzhatel-rulona-detail
"Инструменты, крепёж",руб.,316,"Держатель рулона пластиковый, большой L (d=110мм)",108.00,шт,https://www.remex.ru/component/virtuemart/derzhatel-rulona-detail
"Инструменты, крепёж",руб.,317,"Скребок для чистки поверхности, малый",117.00,шт,https://www.remex.ru/component/virtuemart/skrebok-detail
"Инструменты, крепёж",руб.,318,"Скребок для чистки поверхности, большой",153.00,шт,https://www.remex.ru/component/virtuemart/skrebok-detail
"Инструменты, крепёж",руб.,319,"Ракель BANANA жесткий красный, 235 x 65мм",444.00,шт,https://www.remex.ru/component/virtuemart/rakel-banana-detail
"Инструменты, крепёж",руб.,320,Ракель RUBBER жесткий красн. со смен.вставк. 195мм,528.00,шт,https://www.remex.ru/component/virtuemart/rakel-rubber-detail
"Инструменты, крепёж",руб.,321,Ракель RUBBER мягкий розовый со смен.вставк. 195мм,528.00,шт,https://www.remex.ru/component/virtuemart/rakel-rubber-detail
"Инструменты, крепёж",руб.,322,Ракель RUBBER мягкий желтый со смен.вставк. 195мм,528.00,шт,https://www.remex.ru/component/virtuemart/rakel-rubber-detail
"Инструменты, крепёж",руб.,323,"Смен.вставки для RUBBER (силикон), 2 шт.",420.00,шт,https://www.remex.ru/component/virtuemart/rakel-rubber-detail
"Инструменты, крепёж",руб.,324,"CHIZZY ракель-выгонка, зеленый (мягкий)",110.00,шт,https://www.remex.ru/component/virtuemart/rakel-chizzy-detail
"Инструменты, крепёж",руб.,325,"CHIZZY ракель-выгонка, красный (средней жесткости)",110.00,шт,https://www.remex.ru/component/virtuemart/rakel-chizzy-detail
"Инструменты, крепёж",руб.,326,"CHIZZY ракель-выгонка, белый (жесткий)",110.00,шт,https://www.remex.ru/component/virtuemart/rakel-chizzy-detail
"Инструменты, крепёж",руб.,327,"Комплект CHIZZY ракелей-выгонок, 3 шт.",297.00,шт,https://www.remex.ru/component/virtuemart/rakel-chizzy-detail
"Инструменты, крепёж",руб.,328,Ракель фетровый ORAFOL,727.25,шт,https://www.remex.ru/component/virtuemart/myagkij-vojlochnyj-rakel-detail
"Инструменты, крепёж",руб.,329,Ракель серый ORAFOL,248.95,шт,https://www.remex.ru/component/virtuemart/rakel-detail
"Инструменты, крепёж",руб.,330,Ракель комбинированный ORAFOL,620.42,шт,https://www.remex.ru/component/virtuemart/kombinirovannyj-rakel-detail
Клей,руб.,331,Дист. держатели пластиковые 15; 20; 24; 30 мм,8.30,шт,https://www.remex.ru/component/virtuemart/plastikovye-distantsionnye-derzhateli-detail
Клей,руб.,332,Спрей-очист. для ПВХ №20 KUDO 650 мл KUPP06PVC20,316.00,шт,https://www.remex.ru/component/virtuemart/ochistitel-sprej-kudo-20-detail
Клей,руб.,333,Очист Akfix C104 200 мл для наклеек,345.00,шт,https://www.remex.ru/component/virtuemart/akfix-c-104-365-detail
Клей,руб.,334,Очиститель Космофен 20 (Cosmo CL-300.140) 1 литр,1172.50,шт,https://www.remex.ru/component/virtuemart/cosmofen-20-germaniya-detail
Клей,руб.,335,Очиститель Космофен 60 (Cosmo CL-300.150) 1 литр,1172.50,шт,https://www.remex.ru/component/virtuemart/cosmofen-60-germaniya-detail
Клей,руб.,336,Очиститель Космофен 10 (Cosmo CL-300.130) 1 литр,1347.50,шт,https://www.remex.ru/component/virtuemart/cosmofen-10-germaniya-detail
Клей,руб.,337,Очиститель Космофен 5 (Cosmo CL-300.110) 1 литр,1907.50,шт,https://www.remex.ru/component/virtuemart/cosmofen-5-germaniya-detail
Клей,руб.,338,Супер НН 1л,848.00,шт,https://www.remex.ru/component/virtuemart/super-nn-rossiya-detail
Клей,руб.,339,Akfix 900N клей-герметик силикон. д/зеркал 280 мл,539.00,шт,https://www.remex.ru/component/virtuemart/germetik-akfix-900n-dlya-zerkal-detail
Клей,руб.,340,Космофен для акрила (Cosmo SL-650.120) 180 гр.,915.43,шт,https://www.remex.ru/component/virtuemart/cosmo-sl-650_120-germaniya-detail
Клей,руб.,341,Космофен для ПВХ белый (Cosmo SL-660.220) 200гр.,498.88,шт,https://www.remex.ru/component/virtuemart/cosmofen-plus-hv-detail
Клей,руб.,342,Космофен для ПВХ прозр. (Cosmo SL-660.210) 200 гр.,498.88,шт,https://www.remex.ru/component/virtuemart/cosmofen-plus-hv-detail
Клей,руб.,343,Akfix 705 Активатор 200 мл,312.48,шт,https://www.remex.ru/component/virtuemart/akfix-705-aktivator-detail
Клей,руб.,344,Akfix 705 Активатор 400 мл,558.00,шт,https://www.remex.ru/component/virtuemart/akfix-705-aktivator-detail
Клей,руб.,345,клей-аэрозоль универс. KUDO 520 мл KU-H311,510.00,шт,https://www.remex.ru/component/virtuemart/universalnyj-aerozolnyj-klej-kudo-detail
Клей,руб.,346,A-TECH СА-12 20 гр.,160.00,шт,https://www.remex.ru/component/virtuemart/atech-ca-12-detail
Клей,руб.,347,A-TECH СА-12 50 гр.,336.00,шт,https://www.remex.ru/component/virtuemart/atech-ca-12-detail
Клей,руб.,348,Akfix 705 суперклей 100 гр.,355.00,шт,https://www.remex.ru/component/virtuemart/akfix-705-klej-aktivator-detail
Клей,руб.,349,Akfix 705 (65 гр клей+200 мл Активатор),338.00,шт,https://www.remex.ru/component/virtuemart/akfix-705-klej-aktivator-detail
Клей,руб.,350,Akfix 705 (100 гр клей+400 мл Активатор),642.20,шт,https://www.remex.ru/component/virtuemart/akfix-705-klej-aktivator-detail
Клей,руб.,351,Akfix 705 (125 гр клей+400 мл Активатор),676.00,шт,https://www.remex.ru/component/virtuemart/akfix-705-klej-aktivator-detail
Клей,руб.,352,Akfix 702 суперклей 25 гр.,177.50,шт,https://www.remex.ru/component/virtuemart/akfix-705-klej-aktivator-330-detail
Клейкие ленты,руб.,353,"Пузырчатая пленка 1,5 х 50 м",1570.00,шт,https://www.remex.ru/component/virtuemart/vozdushno-puzyrkovaja-plenka-detail
Клейкие ленты,руб.,354,"Стретч-пленка 500 мм х 155 м х 20 мкм 1,2 кг",547.30,шт,https://www.remex.ru/component/virtuemart/strejch-plenka-detail
Клейкие ленты,руб.,355,ADHESER 4ммх33м 1мм прозр.,434.20,шт,https://www.remex.ru/component/virtuemart/dvustoronnij-skotch-adheser-detail
Клейкие ленты,руб.,356,ADHESER 6ммх33м 1мм прозр.,668.00,шт,https://www.remex.ru/component/virtuemart/dvustoronnij-skotch-adheser-detail
Клейкие ленты,руб.,357,ADHESER 12ммх33м 1мм прозр.,1336.00,шт,https://www.remex.ru/component/virtuemart/dvustoronnij-skotch-adheser-detail
Клейкие ленты,руб.,358,Клейкая лента для упаковки 48 мм х 45 мкм х 66 м проз.,85.00,шт,https://www.remex.ru/component/virtuemart/skotch-upakovochnyj-detail
Клейкие ленты,руб.,359,ADHESER 4ммх50м 1мм белый,173.00,шт,https://www.remex.ru/component/virtuemart/adheser-dvukhstoronnyaya-lenta-na-vspenennoj-osnove-detail
Клейкие ленты,руб.,360,ADHESER 6ммх50м 1мм белый,259.50,шт,https://www.remex.ru/component/virtuemart/adheser-dvukhstoronnyaya-lenta-na-vspenennoj-osnove-detail
Клейкие ленты,руб.,361,ADHESER 9ммх50м 1мм белый,397.90,шт,https://www.remex.ru/component/virtuemart/adheser-dvukhstoronnyaya-lenta-na-vspenennoj-osnove-detail
Клейкие ленты,руб.,362,ADHESER 12ммх50м 1мм белый,536.30,шт,https://www.remex.ru/component/virtuemart/adheser-dvukhstoronnyaya-lenta-na-vspenennoj-osnove-detail
Клейкие ленты,руб.,363,ADHESER 15ммх10м 1мм белый,173.00,шт,https://www.remex.ru/component/virtuemart/adheser-dvukhstoronnyaya-lenta-na-vspenennoj-osnove-detail
Клейкие ленты,руб.,364,ADHESER 19ммх50м 1мм белый,821.75,шт,https://www.remex.ru/component/virtuemart/adheser-dvukhstoronnyaya-lenta-na-vspenennoj-osnove-detail
Клейкие ленты,руб.,365,ADHESER 25ммх50м 1мм белый,1081.25,шт,https://www.remex.ru/component/virtuemart/adheser-dvukhstoronnyaya-lenta-na-vspenennoj-osnove-detail
Клейкие ленты,руб.,366,"ADHESER 4ммх50м 0,2мм прозр.",256.00,шт,https://www.remex.ru/component/virtuemart/dvustoronnyaya-lenta-na-poliesterovoj-osnove-detail
Клейкие ленты,руб.,367,"ADHESER 6ммх50м 0,2мм прозр.",384.00,шт,https://www.remex.ru/component/virtuemart/dvustoronnyaya-lenta-na-poliesterovoj-osnove-detail
Клейкие ленты,руб.,368,"ADHESER 9ммх50м 0,2мм прозр.",640.00,шт,https://www.remex.ru/component/virtuemart/dvustoronnyaya-lenta-na-poliesterovoj-osnove-detail
Клейкие ленты,руб.,369,STOKVIS 4ммх50м 1мм белый,263.34,шт,https://www.remex.ru/component/virtuemart/dvustoronnij-skotch-stokvis-detail
профиль,руб.,370,Профиль ПВХ П-образн. 4 мм белый 3 м Россия,61.00,шт,https://www.remex.ru/component/virtuemart/profili-iz-pvkh-rossiya-detail
профиль,руб.,371,Профиль ПВХ П-образн. 6 мм белый 3 м Россия,92.00,шт,https://www.remex.ru/component/virtuemart/profili-iz-pvkh-rossiya-detail
профиль,руб.,372,Тюбинг алюмин.25х25х6000 мм,2299.00,шт,https://www.remex.ru/component/virtuemart/tyubing-detail
профиль,руб.,373,Т-обр. эл-т соединительный к тюбингу,104.00,шт,https://www.remex.ru/component/virtuemart/tyubing-detail
профиль,руб.,374,Г-обр. эл-т соединительный к тюбингу,104.00,шт,https://www.remex.ru/component/virtuemart/tyubing-detail
профиль,руб.,375,"Комплект (основа одност.+крышка) 3,1 м",1750.00,шт,https://www.remex.ru/component/virtuemart/sistema-profilej-frameled-dlya-svetovykh-korobov-detail
профиль,руб.,376,Пружина FL,7.00,шт,https://www.remex.ru/component/virtuemart/sistema-profilej-frameled-dlya-svetovykh-korobov-detail
профиль,руб.,377,Уголок FL,28.00,шт,https://www.remex.ru/component/virtuemart/sistema-profilej-frameled-dlya-svetovykh-korobov-detail
профиль,руб.,378,Профиль алюминиевый 90 х 6000 мм,1980.00,шт,https://www.remex.ru/component/virtuemart/alyuminievyj-profil-dlya-svetovykh-korobov-detail
профиль,руб.,379,Уголок к алюм. профилю 90 мм,56.00,шт,https://www.remex.ru/component/virtuemart/alyuminievyj-profil-dlya-svetovykh-korobov-detail
профиль,руб.,380,Профиль алюминиевый 130 х 6000 мм,3100.00,шт,https://www.remex.ru/component/virtuemart/alyuminievyj-profil-dlya-svetovykh-korobov-detail
профиль,руб.,381,Уголок к алюм. профилю 130 мм,125.00,шт,https://www.remex.ru/component/virtuemart/alyuminievyj-profil-dlya-svetovykh-korobov-detail
профиль,руб.,382,"Клик-профиль №25 (3 мм) матовый серый 3,1 м",745.00,шт,https://www.remex.ru/profil/alyuminievyj-zaschelkivayuschysya
профиль,руб.,383,Пружина к профилю №25,7.00,шт,https://www.remex.ru/profil/alyuminievyj-zaschelkivayuschysya
профиль,руб.,384,Уголок внутр. к профилю №25,28.00,шт,https://www.remex.ru/profil/alyuminievyj-zaschelkivayuschysya
профиль,руб.,385,"Клик-профиль №32 (1,5 мм) матовый серый 3,04 м",753.00,шт,https://www.remex.ru/profil/alyuminievyj-zaschelkivayuschysya
профиль,руб.,386,Уголок внутр. к профилю №32,47.00,шт,https://www.remex.ru/profil/alyuminievyj-zaschelkivayuschysya
профиль,руб.,387,Пружина к профилю №32,10.00,шт,https://www.remex.ru/profil/alyuminievyj-zaschelkivayuschysya
светодиоды,руб.,388,"АКЦИЯ - REXLIGHT лента 5 м, 2835, 300LED, 6Вт/м, 12В, 6000К, IP20",394.06,шт,https://www.remex.ru/component/virtuemart/svetodiodnye-lenty-detail
светодиоды,руб.,389,"АКЦИЯ - REXLIGHT лента 5 м, 2835, 600LED, 10Вт/м, 12В, 6000К, IP20",495.64,шт,https://www.remex.ru/component/virtuemart/svetodiodnye-lenty-detail
светодиоды,руб.,390,"REXLIGHT змейка 5 м, 2835, 300LED, 5Вт/м, 12, 6000К, IP20",510.68,шт,https://www.remex.ru/component/virtuemart/svetodiodnye-lenty-detail
Клейкие ленты,руб.,391,Двуст.лента ORABOND 1397PP 9 мм х 50 м,584.15,шт,https://www.remex.ru/component/virtuemart/dvustoronnij-skotch-orabond-1397-pp-orafol-detail
профиль,руб.,392,LNT белый плакатный профиль (3 м) Россия,275.00,шт,https://www.remex.ru/profil/plakatnyj
профиль,руб.,393,"Петля к плакатному профилю LNT (белая, черная)",10.00,шт,https://www.remex.ru/profil/plakatnyj
профиль,руб.,394,"Заглушка к плакатному профилю LNT (белая, черная)",10.00,шт,https://www.remex.ru/profil/plakatnyj
профиль,руб.,395,"JM золото матовое 01002, 02002 (аналог Nielsen)",375.00,шт,https://www.remex.ru/component/virtuemart/bagetnyj-alyuminievyj-profil-jm-detail
профиль,руб.,396,JM серебро матовое 01004 (аналог Nielsen),375.00,шт,https://www.remex.ru/component/virtuemart/bagetnyj-alyuminievyj-profil-jm-detail
профиль,руб.,397,JM серебро матовое 02004 (аналог Nielsen),375.00,шт,https://www.remex.ru/component/virtuemart/bagetnyj-alyuminievyj-profil-jm-detail
профиль,руб.,398,"JM глянец 01001, 01003, 02001, 02003 (аналог Nielsen)",990.00,шт,https://www.remex.ru/component/virtuemart/bagetnyj-alyuminievyj-profil-jm-detail
профиль,руб.,399,Уголок малый 51425 Россия new,25.50,шт,https://www.remex.ru/component/virtuemart/bagetnyj-alyuminievyj-profil-jm-detail
профиль,руб.,400,Пружина малая 51052 Россия,9.00,шт,https://www.remex.ru/component/virtuemart/bagetnyj-alyuminievyj-profil-jm-detail
профиль,руб.,401,Петля малая 51031 Россия,23.00,шт,https://www.remex.ru/component/virtuemart/bagetnyj-alyuminievyj-profil-jm-detail
светодиоды,руб.,402,LED-T 12B 25BT IP20,650.06,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-otkrytye-detail
светодиоды,руб.,403,LED-T 12B 35BT IP20,729.82,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-otkrytye-detail
светодиоды,руб.,404,LED-T 12B 60BT IP20,827.63,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-otkrytye-detail
светодиоды,руб.,405,SLIM 12В 25ВТ IP20,400.00,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-otkrytye-detail
светодиоды,руб.,406,SLIM 12В 60ВТ IP20,614.00,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-otkrytye-detail
светодиоды,руб.,407,SLIM 12В 100ВТ IP20,850.00,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-otkrytye-detail
светодиоды,руб.,408,SLIM 12В 150ВТ IP20,969.00,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-otkrytye-detail
светодиоды,руб.,409,Instatica 12В 36ВТ IP67 метал,634.83,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-detail
светодиоды,руб.,410,Instatica 12В 60ВТ IP67 метал,846.44,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-detail
светодиоды,руб.,411,Instatica 12В 100ВТ IP67 метал,1340.19,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-detail
светодиоды,руб.,412,Instatica 12В 150ВТ IP67 метал,1833.95,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-detail
светодиоды,руб.,413,Instatica 12В 200ВТ IP67 метал,2327.70,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-detail
светодиоды,руб.,414,Instatica 12В 300ВТ IP67 метал,2821.46,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-detail
светодиоды,руб.,415,LED-T (DPV) 12В 60ВТ IP67 пласт.,1233.92,шт,https://www.remex.ru/component/virtuemart/bloki-pitaniya-detail
светодиоды,руб.,416,"LBY 3д белый 2835 0,72W 70lm Л ZE03QA1",25.39,шт,https://www.remex.ru/component/virtuemart/3-diodnyj-belyj-2835-s-linzoj-detail
светодиоды,руб.,417,LBY 3д белый 2835 1W 100lm Л ZE03BA7,27.27,шт,https://www.remex.ru/component/virtuemart/3-diodnyj-belyj-2835-s-linzoj-detail
светодиоды,руб.,418,"Instatica 3д белый 2835 0,8W 80lm Л",23.51,шт,https://www.remex.ru/component/virtuemart/3-diodnyj-belyj-2835-s-linzoj-detail
светодиоды,руб.,419,"Z3-2835 0,96W 124,8lm W7000К Л IP65",25.78,шт,https://www.remex.ru/component/virtuemart/3-diodnyj-belyj-2835-s-linzoj-detail
светодиоды,руб.,420,"Z3-2835 0,96W 124,8lm WW3000К Л IP65",25.78,шт,https://www.remex.ru/component/virtuemart/3-diodnyj-belyj-2835-s-linzoj-detail
светодиоды,руб.,421,"LBY 2д белый 2835 0,48W 45lm Л ZE02QA2",17.87,шт,https://www.remex.ru/component/virtuemart/2-diodnyj-belyj-s-linzoj-detail
светодиоды,руб.,422,"LBY 2д белый 2835 0,72W 70lm Л ZE02QAС",20.69,шт,https://www.remex.ru/component/virtuemart/2-diodnyj-belyj-s-linzoj-detail
светодиоды,руб.,423,"Instatica 2д белый 2835 0,8W 80lm Л",19.75,шт,https://www.remex.ru/component/virtuemart/2-diodnyj-belyj-s-linzoj-detail
светодиоды,руб.,424,"Z2-2835 0,72W 93,6lm W7000К Л IP65",21.66,шт,https://www.remex.ru/component/virtuemart/2-diodnyj-belyj-s-linzoj-detail
светодиоды,руб.,425,"Z2-2835 0,72W 93,6lm WW3000К Л IP65",21.66,шт,https://www.remex.ru/component/virtuemart/2-diodnyj-belyj-s-linzoj-detail
баннер,руб.,426,Люверсы оцинк. 10 мм (100 шт.) Россия,184.00,упак.,https://www.remex.ru/component/virtuemart/lyuversy-detail
баннер,руб.,427,Люверсы оцинк. 12 мм (100 шт.) Россия,242.00,упак.,https://www.remex.ru/component/virtuemart/lyuversy-detail
баннер,руб.,428,"Полипропилен PP140 (0,914; 1,067; 1,27  х 50 м)",202.20,м,https://www.remex.ru/component/virtuemart/polipropilenovyj-banner-detail
баннер,руб.,429,"Сетка с/п REXPRINT ас 330 гр 1000х1000 9х9 (1,6; 3,2 х 50 м)",164.58,м,https://www.remex.ru/component/virtuemart/bannernaya-setka-detail
баннер,руб.,430,"Сетка с/п GLP 290гр (190/100) 840х840 9х9 (3,2 х 50 м)",162.00,м,https://www.remex.ru/component/virtuemart/bannernaya-setka-detail
баннер,руб.,431,"Баннер REXPRINT DP 440 BACKLIT лам (1,6; 3,2 х 50 м)",138.25,м,https://www.remex.ru/component/virtuemart/bannernaya-tkan-translyutsentnaya-backlit-detail
баннер,руб.,432,"АКЦИЯ - Баннер REXPRINT 280 лам 200х300 18х12 (3,2 х 50 м)",68.66,м,https://www.remex.ru/component/virtuemart/bannernaya-tkan-frontlit-rexprint-2c-kitaj-detail
баннер,руб.,433,"АКЦИЯ - Баннер REXPRINT 310 лам 200х300 18х12 (1,6; 3,2 х 50 м)",74.30,м,https://www.remex.ru/component/virtuemart/bannernaya-tkan-frontlit-rexprint-2c-kitaj-detail
баннер,руб.,434,"АКЦИЯ - Баннер REXPRINT 340 лам 200х300 18х12 (1,6; 3,2 х 50 м)",79.94,м,https://www.remex.ru/component/virtuemart/bannernaya-tkan-frontlit-rexprint-2c-kitaj-detail
баннер,руб.,435,"АКЦИЯ - Баннер REXPRINT 410 лам 500х500 9х9 (от 1,06 до 3,2х50м)",96.87,м,https://www.remex.ru/component/virtuemart/bannernaya-tkan-frontlit-rexprint-2c-kitaj-detail
баннер,руб.,436,"АКЦИЯ - Баннер REXPRINT 440 лам 300х500 18х12 (от 1,06 до 3,2 х 50 м)",100.63,м,https://www.remex.ru/component/virtuemart/bannernaya-tkan-frontlit-rexprint-2c-kitaj-detail
баннер,руб.,437,"Баннер REXPRINT DP 440лам 300х500 18х12 (от 1,06 до 3,2х50м)",109.10,м,https://www.remex.ru/component/virtuemart/bannernaya-tkan-frontlit-rexprint-2c-kitaj-detail
